INTERACTOR_A	INTERACTOR_B
ce11530	ce6354
ce5886	ce7019
ce12540	ce15494
ce1602	ce8272
ce1541	ce18426
ce2353	ce8272
ce1921	ce7872
ce2614	ce9584
ce1014	ce131
ce2313	ce6956
ce1738	ce4271
ce12188	ce12641
ce3956	ce8110
ce3299	ce3660
ce11340	ce2949
ce17128	ce2614
ce11744	ce4907
ce16529	ce3674
ce7323	ce7323
ce4271	ce4287
ce12834	ce13330
ce13218	ce882
ce14608	ce8272
ce1335	ce5069
ce1377	ce16402
ce5212	ce6673
ce12385	ce5176
ce13125	ce3368
ce1738	ce3918
ce12269	ce4826
ce16499	ce3310
ce2957	ce8207
ce13649	ce13811
ce19142	ce8534
ce12949	ce7820
ce11447	ce9764
ce1814	ce2319
ce15860	ce7466
ce3650	ce5307
ce13423	ce7953
ce12726	ce3971
ce11090	ce5924
ce6993	ce8534
ce13812	ce3727
ce14801	ce5161
ce515	ce8007
ce2533	ce6524
ce1480	ce8110
ce13422	ce2817
ce1220	ce769
ce1006	ce3674
ce112	ce12834
ce12499	ce252
ce14608	ce4951
ce412	ce7678
ce1590	ce2875
ce8573	ce8924
ce11744	ce4826
ce2292	ce7645
ce14831	ce8007
ce12880	ce13219
ce1022	ce600
ce12687	ce3752
ce16467	ce8272
ce12188	ce7077
ce1321	ce4271
ce18491	ce2875
ce3027	ce95
ce11182	ce17182
ce12948	ce8924
ce13941	ce18192
ce5681	ce68
ce5684	ce7821
ce3972	ce7109
ce14141	ce5886
ce1465	ce299
ce13758	ce13905
ce2042	ce3649
ce12127	ce3956
ce1979	ce8272
ce11189	ce7877
ce15558	ce4888
ce2795	ce5136
ce15134	ce1752
ce13126	ce2528
ce10081	ce8115
ce15132	ce169
ce8787	ce9088
ce412	ce5324
ce10579	ce5756
ce2949	ce8531
ce13816	ce16239
ce1631	ce17537
ce2556	ce7054
ce10013	ce6221
ce5280	ce7785
ce4683	ce7466
ce17642	ce1904
ce11184	ce12976
ce12879	ce3956
ce11572	ce2724
ce11285	ce3558
ce16277	ce180
ce12188	ce16742
ce412	ce4255
ce11891	ce15182
ce11280	ce15857
ce3828	ce3981
ce6075	ce8924
ce1541	ce4943
ce412	ce6989
ce15101	ce3767
ce7106	ce7917
ce8007	ce909
ce12913	ce412
ce12991	ce1377
ce616	ce7872
ce1568	ce412
ce11521	ce3310
ce14021	ce9693
ce7923	ce8824
ce1168	ce7266
ce10578	ce5711
ce13236	ce16162
ce4807	ce6058
ce1087	ce4271
ce3315	ce8785
ce3674	ce6989
ce18588	ce4271
ce10706	ce2517
ce15050	ce7614
ce2724	ce5758
ce12077	ce6373
ce14607	ce9693
ce14867	ce687
ce11893	ce3674
ce15098	ce1959
ce11444	ce11444
ce18324	ce6126
ce6958	ce8534
ce11386	ce1159
ce14735	ce17328
ce18881	ce6392
ce2353	ce2635
ce2783	ce6916
ce16500	ce7563
ce11620	ce4522
ce1541	ce19219
ce1883	ce5071
ce10707	ce13588
ce14070	ce4271
ce3649	ce9764
ce1817	ce6059
ce3557	ce4271
ce5237	ce5734
ce13300	ce5581
ce13219	ce8338
ce3581	ce5799
ce17548	ce3355
ce1218	ce7877
ce7347	ce882
ce14671	ce3160
ce11241	ce5756
ce13041	ce16955
ce13219	ce19143
ce18040	ce8466
ce2875	ce5543
ce3671	ce3956
ce10208	ce4519
ce13126	ce1857
ce13062	ce4256
ce3379	ce8924
ce1377	ce379
ce2533	ce8534
ce1909	ce7654
ce13004	ce2362
ce14445	ce16895
ce1377	ce19280
ce13422	ce3027
ce4423	ce7819
ce11183	ce4067
ce15182	ce4443
ce14260	ce7467
ce16239	ce639
ce17773	ce3649
ce14738	ce412
ce14019	ce1480
ce1590	ce5774
ce10019	ce16315
ce13424	ce6075
ce14549	ce15564
ce2474	ce6075
ce4271	ce8924
ce17182	ce5094
ce13813	ce4682
ce362	ce7211
ce3971	ce7020
ce1087	ce13125
ce6801	ce8246
ce5968	ce8308
ce1751	ce784
ce10081	ce13126
ce12975	ce13124
ce10380	ce7816
ce14583	ce16121
ce436	ce7654
ce16241	ce2292
ce15710	ce679
ce15132	ce15449
ce3317	ce419
ce2979	ce8007
ce4271	ce8110
ce2340	ce6075
ce5924	ce96
ce3581	ce7873
ce12465	ce412
ce17182	ce19094
ce13645	ce9377
ce5712	ce5886
ce11141	ce6075
ce4271	ce5582
ce15322	ce6523
ce14020	ce2875
ce10203	ce13219
ce14545	ce9691
ce2352	ce7466
ce3956	ce4226
ce1691	ce3969
ce2795	ce7053
ce18426	ce3674
ce3160	ce3302
ce4271	ce4587
ce5049	ce8007
ce2208	ce293
ce10261	ce4067
ce12975	ce2565
ce10081	ce13811
ce13066	ce2730
ce18045	ce5236
ce13066	ce7495
ce18948	ce2173
ce12615	ce2414
ce16823	ce17271
ce7561	ce8466
ce1470	ce1805
ce3972	ce5136
ce13947	ce3468
ce2261	ce4271
ce12269	ce1921
ce16315	ce9638
ce5308	ce7820
ce1322	ce3251
ce3737	ce5201
ce18946	ce19012
ce16955	ce9695
ce2292	ce7953
ce10318	ce16200
ce4400	ce4826
ce14544	ce7019
ce10014	ce11573
ce161	ce1857
ce122	ce7783
ce13424	ce3674
ce5073	ce9044
ce14508	ce9377
ce412	ce4444
ce4847	ce878
ce1220	ce1560
ce3649	ce4156
ce16348	ce4322
ce1541	ce18350
ce12687	ce2884
ce17645	ce6058
ce12615	ce2309
ce14200	ce17642
ce2959	ce3292
ce4589	ce7820
ce376	ce7654
ce13126	ce409
ce10081	ce3317
ce2352	ce9764
ce1697	ce4271
ce11521	ce3102
ce13107	ce17360
ce1541	ce16687
ce2312	ce5031
ce1541	ce6223
ce15565	ce6075
ce10511	ce4682
ce10380	ce12615
ce2992	ce5541
ce13236	ce14701
ce1465	ce3309
ce2795	ce6354
ce1014	ce999
ce4271	ce5832
ce8534	ce878
ce144	ce2875
ce319	ce8700
ce11533	ce3649
ce1335	ce1515
ce10758	ce4539
ce1155	ce6383
ce11852	ce14608
ce412	ce5805
ce1544	ce4271
ce144	ce4084
ce2769	ce2875
ce11531	ce13126
ce1510	ce8246
ce3160	ce6843
ce6023	ce8373
ce1209	ce17838
ce1149	ce1149
ce12465	ce5886
ce13814	ce1792
ce13219	ce15189
ce1231	ce13005
ce18041	ce2670
ce12473	ce6343
ce5093	ce8409
ce1883	ce741
ce1883	ce19220
ce5048	ce7163
ce4271	ce7467
ce1814	ce4788
ce11713	ce7654
ce10380	ce10380
ce1368	ce3329
ce14739	ce150
