INTERACTOR_A	INTERACTOR_B
dm10186	dm9430
dm12218	dm3953
dm5979	dm7883
dm10594	dm2945
dm9579	dm9579
dm6471	dm7685
dm107	dm497
dm3211	dm7916
dm119	dm840
dm1559	dm2792
dm1255	dm9449
dm4566	dm6009
dm2361	dm8061
dm13422	dm13518
dm2825	dm6191
dm2244	dm4380
dm1526	dm8157
dm10803	dm3219
dm5317	dm809
dm3780	dm8812
dm1263	dm6279
dm11912	dm2860
dm10183	dm7052
dm7721	dm9789
dm13633	dm4441
dm10142	dm7022
dm2193	dm3757
dm4586	dm6284
dm8514	dm9217
dm3772	dm3844
dm3615	dm5838
dm4358	dm4919
dm5707	dm6842
dm14045	dm8766
dm3581	dm9450
dm2767	dm5318
dm6142	dm7400
dm439	dm831
dm6896	dm8350
dm2288	dm3084
dm4824	dm782
dm10801	dm3182
dm4298	dm7882
dm11510	dm5569
dm6411	dm8226
dm1152	dm1823
dm3000	dm8959
dm5292	dm590
dm2012	dm6390
dm7888	dm865
dm12857	dm6192
dm10314	dm2335
dm12112	dm247
dm2276	dm2891
dm3844	dm9445
dm2121	dm3772
dm6715	dm8164
dm5192	dm917
dm6063	dm6389
dm3288	dm8691
dm8730	dm9972
dm11260	dm11312
dm12293	dm13774
dm1435	dm9684
dm12725	dm7039
dm1228	dm8402
dm4431	dm9218
dm12593	dm481
dm2017	dm8523
dm12843	dm2448
dm2306	dm373
dm7725	dm8548
dm10583	dm12531
dm12056	dm3624
dm3896	dm7611
dm5824	dm7251
dm11289	dm11890
dm2996	dm3941
dm4468	dm5848
dm1754	dm5394
dm1236	dm3819
dm10271	dm9769
dm11988	dm13989
dm10082	dm4182
dm5720	dm9625
dm5995	dm6074
dm6295	dm8309
dm6399	dm6715
dm6062	dm852
dm11484	dm2783
dm7436	dm7926
dm2491	dm2961
dm14004	dm2125
dm6232	dm9884
dm3845	dm3867
dm13769	dm9430
dm3104	dm4318
dm10478	dm7456
dm1084	dm2978
dm195	dm2623
dm7466	dm8418
dm4835	dm6931
dm1744	dm3540
dm13111	dm7479
dm12717	dm4766
dm4093	dm6349
dm5569	dm742
dm12381	dm1567
dm11012	dm1590
dm5334	dm8620
dm2896	dm3939
dm11386	dm7107
dm11381	dm8331
dm1071	dm11429
dm13833	dm1869
dm900	dm9061
dm11613	dm7804
dm6847	dm7519
dm11507	dm6060
dm2578	dm8747
dm12953	dm1654
dm6481	dm6687
dm12910	dm9789
dm13600	dm1526
dm10727	dm2783
dm10780	dm7520
dm1988	dm7681
dm2578	dm8280
dm13219	dm4766
dm6487	dm7720
dm12113	dm3879
dm11929	dm3895
dm4202	dm4441
dm10359	dm11537
dm6603	dm6988
dm11680	dm2737
dm508	dm6100
dm13599	dm4342
dm11042	dm9314
dm11936	dm9121
dm12991	dm9425
dm2483	dm6455
dm13116	dm8988
dm12442	dm6557
dm7295	dm8186
dm10209	dm7611
dm6464	dm9574
dm13395	dm5076
dm1868	dm3908
dm11482	dm3947
dm11481	dm3279
dm13580	dm7955
dm10579	dm7440
dm3602	dm4723
dm2367	dm7436
dm11010	dm8568
dm7380	dm9594
dm11382	dm834
dm4120	dm5407
dm10631	dm9866
dm13266	dm4854
dm2653	dm5926
dm234	dm2623
dm6482	dm6914
dm5318	dm8226
dm5070	dm8195
dm1275	dm972
dm12531	dm7424
dm3568	dm6874
dm10378	dm9359
dm2889	dm3221
dm12120	dm3601
dm7993	dm8226
dm126	dm3908
dm1262	dm4852
dm3601	dm7916
dm13614	dm3110
dm11969	dm674
dm5001	dm7685
dm12435	dm2535
dm5618	dm6074
dm8646	dm9533
dm1464	dm6734
dm2228	dm5787
dm7003	dm7214
dm12632	dm8549
dm10080	dm3613
dm6100	dm6812
dm10234	dm4989
dm2190	dm8699
dm2272	dm4087
dm3953	dm8157
dm2164	dm4812
dm7974	dm834
dm782	dm88
dm3181	dm5331
dm12717	dm3044
dm5617	dm5669
dm11020	dm9659
dm2772	dm9149
dm11168	dm6481
dm3615	dm8308
dm4946	dm5741
dm3530	dm9200
dm7318	dm7682
dm8021	dm9144
dm3636	dm7934
dm5839	dm7685
dm12069	dm2996
dm12194	dm9200
dm3366	dm8309
dm2978	dm8589
dm4723	dm8277
dm3908	dm8136
dm2890	dm4170
dm5159	dm6399
dm4486	dm6830
dm1184	dm4637
dm6213	dm9569
dm1526	dm5262
dm10399	dm11706
dm2082	dm834
dm1869	dm3626
dm13634	dm4243
dm1335	dm9080
dm2093	dm2398
dm10801	dm3918
dm7359	dm889
dm10191	dm8449
dm10109	dm3922
dm11311	dm8353
dm8280	dm900
dm10190	dm11262
dm11262	dm4319
dm6390	dm9770
dm12721	dm6519
dm11483	dm8023
dm4242	dm7682
dm10001	dm6008
dm4990	dm6278
dm4135	dm4380
dm13898	dm2828
dm13596	dm5282
dm10002	dm359
dm3211	dm7846
dm2280	dm6826
dm11862	dm13263
dm10183	dm5025
dm10292	dm5531
dm5617	dm9236
dm6513	dm9333
dm12144	dm748
dm11412	dm9061
dm3356	dm8027
dm3291	dm8962
dm4130	dm9592
dm1882	dm6212
dm1918	dm7789
dm1195	dm9021
dm10678	dm7814
dm11239	dm7974
dm3211	dm7317
dm12248	dm2551
dm1168	dm5740
dm10081	dm2792
dm13583	dm13961
dm11100	dm11483
dm2265	dm8157
dm12164	dm7188
dm2245	dm359
dm1061	dm8580
dm12380	dm7489
dm13965	dm4838
dm1577	dm715
dm13421	dm2381
dm3365	dm5788
dm12078	dm7610
dm2236	dm4031
dm4358	dm9428
dm10291	dm6909
dm3088	dm9186
dm1261	dm7003
dm12379	dm919
dm3100	dm9082
dm6259	dm8933
dm1013	dm5114
dm1022	dm11173
dm1498	dm9448
dm1042	dm5516
dm2398	dm3001
dm3602	dm6141
dm11042	dm4766
dm3946	dm9738
dm10291	dm900
dm11412	dm13337
dm4852	dm6141
dm1168	dm2093
dm13361	dm7826
dm11452	dm834
dm13673	dm7982
dm13176	dm5513
dm12361	dm2787
dm10420	dm8186
dm6341	dm8884
dm11726	dm580
dm11314	dm1718
dm1070	dm5758
dm132	dm2240
dm4842	dm7182
dm5085	dm9660
dm1399	dm7742
dm12116	dm9449
dm11238	dm6405
dm6225	dm7614
dm11565	dm7974
dm1084	dm2654
dm3291	dm7196
dm10998	dm4480
dm2464	dm4319
dm5108	dm6026
dm1937	dm2846
dm9050	dm9706
dm12828	dm6930
dm12947	dm7831
dm3410	dm3895
dm11386	dm4959
dm4565	dm99
dm4046	dm7645
dm11875	dm8856
dm12947	dm906
dm10002	dm4839
dm6245	dm6825
dm2630	dm5740
dm8134	dm834
dm12590	dm6294
dm3808	dm480
dm10814	dm4241
dm11073	dm6825
dm10451	dm4310
dm3339	dm9515
dm4280	dm94
dm10002	dm13597
dm4156	dm6769
dm12765	dm8659
dm13829	dm2265
dm13115	dm5087
dm3772	dm967
dm13973	dm5823
dm3500	dm4358
dm2876	dm8356
dm4535	dm7951
dm1742	dm3078
dm10444	dm1646
dm4709	dm481
dm11122	dm152
dm446	dm7685
dm12331	dm948
dm3885	dm9233
dm3170	dm5801
dm233	dm8699
dm3683	dm6674
dm6429	dm7549
dm7417	dm9640
dm10183	dm8865
dm12407	dm373
dm2944	dm6827
dm4234	dm5240
dm159	dm6870
dm7810	dm9308
dm12045	dm3912
dm3469	dm9755
dm12905	dm4234
dm10813	dm9710
dm246	dm2654
dm10499	dm3365
dm8186	dm9549
dm6518	dm7648
dm12240	dm7418
dm13535	dm9447
dm12120	dm4506
dm10216	dm5740
dm4852	dm6979
dm13451	dm8140
dm10637	dm11837
dm1277	dm3615
dm11311	dm1183
dm13582	dm7320
dm13037	dm8687
dm2996	dm9948
dm10637	dm7914
dm13337	dm2738
dm3161	dm3731
dm1465	dm1994
dm2334	dm2787
dm232	dm3636
dm12956	dm2175
dm12294	dm3452
dm2633	dm476
dm3456	dm906
dm1848	dm5789
dm2344	dm789
dm6389	dm748
dm11727	dm569
dm12081	dm4766
dm9105	dm9313
dm3832	dm4220
dm500	dm7848
dm3768	dm7104
dm6118	dm6716
dm7495	dm7648
dm1401	dm2243
dm6448	dm7693
dm4403	dm8194
dm3660	dm5192
dm11311	dm1889
dm10355	dm13538
dm1099	dm4402
dm1668	dm5070
dm13335	dm9083
dm13321	dm8186
dm10709	dm12138
dm12630	dm7519
dm11384	dm7887
dm12744	dm636
dm7468	dm8469
dm13577	dm740
dm5403	dm7438
dm7571	dm7849
dm4081	dm7610
dm5315	dm9440
dm7081	dm92
dm10852	dm9474
dm3651	dm636
dm1435	dm4548
dm7974	dm9187
dm5244	dm9019
dm12701	dm9233
dm5616	dm8695
dm12081	dm8856
dm5244	dm6806
dm10419	dm5292
dm12246	dm5172
dm12558	dm8308
dm6191	dm69
dm11290	dm12952
dm10163	dm5569
dm6665	dm7004
dm6446	dm7926
dm2073	dm510
dm4010	dm9594
dm1013	dm7887
dm3352	dm9973
dm12294	dm8666
dm11749	dm9576
dm11311	dm2232
dm13205	dm9411
dm5860	dm9223
dm433	dm7192
dm5221	dm6063
dm5569	dm6604
dm11238	dm7723
dm1778	dm6608
dm10453	dm701
dm6951	dm8933
dm12516	dm9725
dm11512	dm3987
dm1077	dm5124
dm2099	dm6142
dm12114	dm9019
dm4007	dm6715
dm11417	dm9202
dm1130	dm8575
dm1600	dm4535
dm6389	dm7424
dm12539	dm2909
dm3182	dm8251
dm11182	dm7161
dm1938	dm3222
dm7610	dm9661
dm4431	dm6061
dm10431	dm9474
dm2398	dm9929
dm4220	dm9058
dm11314	dm4958
dm1296	dm4719
dm10951	dm6529
dm7598	dm7810
dm10930	dm195
dm2020	dm6191
dm8709	dm9269
dm8514	dm8667
dm2276	dm4182
dm1152	dm5492
dm2228	dm2295
dm3001	dm6375
dm10112	dm8886
dm6329	dm7528
dm6651	dm7211
dm11310	dm8076
dm3714	dm9497
dm3551	dm4743
dm6341	dm8737
dm11834	dm7637
dm10380	dm4318
dm5100	dm5100
dm247	dm7997
dm2294	dm6657
dm6401	dm9535
dm2236	dm2630
dm11832	dm8038
dm1627	dm2787
dm6259	dm6667
dm5316	dm6529
dm11631	dm2789
dm11991	dm613
dm12185	dm3467
dm6696	dm6720
dm11267	dm13067
dm14066	dm7024
dm8487	dm8526
dm11182	dm12531
dm11339	dm380
dm1095	dm7667
dm11098	dm5298
dm6260	dm6715
dm14061	dm6715
dm11738	dm12656
dm11909	dm2614
dm3135	dm3308
dm10210	dm116
dm2458	dm4766
dm12908	dm6983
dm3455	dm7949
dm2232	dm8189
dm11074	dm1982
dm3869	dm6870
dm3340	dm5244
dm10649	dm12094
dm11359	dm4990
dm5109	dm5298
dm12567	dm3281
dm6674	dm6870
dm5334	dm5848
dm11561	dm252
dm813	dm9594
dm1341	dm2125
dm2163	dm9554
dm13198	dm3394
dm2345	dm3715
dm5720	dm825
dm4986	dm6009
dm5860	dm7815
dm4130	dm9200
dm11311	dm4603
dm13967	dm6532
dm6060	dm6849
dm1853	dm2454
dm6886	dm9734
dm7144	dm9203
dm244	dm721
dm4942	dm5978
dm1077	dm13273
dm3659	dm7441
dm10838	dm12294
dm10320	dm7449
dm11311	dm609
dm446	dm5720
dm10954	dm11042
dm11607	dm3676
dm10183	dm7022
dm7722	dm7913
dm11311	dm13194
dm1848	dm3615
dm2623	dm5134
dm1360	dm9062
dm2164	dm8402
dm11562	dm6052
dm5024	dm7926
dm11749	dm3358
dm5192	dm7131
dm2003	dm7846
dm10320	dm1937
dm12210	dm3134
dm12165	dm14066
dm4220	dm6061
dm3492	dm6433
dm13965	dm2196
dm1883	dm4403
dm13090	dm340
dm6690	dm9391
dm13967	dm1939
dm10509	dm12296
dm8889	dm927
dm590	dm8813
dm1027	dm1095
dm3044	dm4389
dm2868	dm3616
dm2435	dm6973
dm9490	dm9646
dm3469	dm6448
dm3161	dm4853
dm1277	dm1798
dm12608	dm6209
dm1115	dm5926
dm12134	dm6196
dm10086	dm12134
dm12413	dm1479
dm13758	dm9491
dm2741	dm4622
dm4310	dm900
dm1512	dm3897
dm12405	dm6008
dm5108	dm917
dm12749	dm6918
dm195	dm3626
dm11377	dm292
dm3810	dm6260
dm9314	dm9885
dm1326	dm2156
dm9168	dm9369
dm5121	dm6357
dm8037	dm9250
dm6102	dm9739
dm10163	dm1889
dm2093	dm262
dm12647	dm7567
dm2396	dm6401
dm11289	dm5469
dm8185	dm9253
dm2868	dm7325
dm3481	dm7614
dm3729	dm8595
dm11162	dm5848
dm11290	dm6667
dm11603	dm4311
dm4565	dm5515
dm6445	dm8280
dm5707	dm6528
dm10801	dm9205
dm1976	dm2465
dm3659	dm859
dm11386	dm1976
dm5937	dm9640
dm1654	dm2661
dm3505	dm7611
dm12953	dm8747
dm11792	dm5618
dm3162	dm9310
dm321	dm7215
dm6178	dm8251
dm1620	dm7645
dm5832	dm6557
dm4760	dm6399
dm2828	dm6244
dm10553	dm2745
dm10476	dm7061
dm2491	dm8648
dm11409	dm12404
dm10001	dm9187
dm6259	dm7181
dm132	dm480
dm13836	dm8120
dm12294	dm4060
dm3772	dm5846
dm12696	dm5121
dm7518	dm8310
dm11262	dm2654
dm13660	dm1619
dm3044	dm783
dm5239	dm9970
dm1232	dm2276
dm3958	dm4457
dm8308	dm8983
dm6041	dm9269
dm5516	dm597
dm7911	dm9109
dm10055	dm7334
dm11507	dm9129
dm6465	dm8110
dm13085	dm9568
dm12806	dm1365
dm12612	dm7161
dm169	dm823
dm12381	dm4055
dm669	dm891
dm5411	dm8688
dm3558	dm6162
dm5740	dm9431
dm3205	dm8164
dm3000	dm4755
dm2467	dm72
dm12194	dm3363
dm2676	dm5629
dm5194	dm7164
dm1177	dm4234
dm10291	dm8920
dm3492	dm520
dm442	dm6673
dm10638	dm876
dm13964	dm4890
dm10003	dm10292
dm3248	dm7523
dm2792	dm3232
dm8188	dm838
dm6988	dm9593
dm12857	dm1465
dm11807	dm3528
dm1077	dm11989
dm10163	dm2661
dm2252	dm9217
dm5788	dm9124
dm10614	dm3663
dm3999	dm9684
dm12069	dm5316
dm2093	dm2987
dm8709	dm9080
dm2280	dm5927
dm13699	dm6077
dm10678	dm668
dm1380	dm6886
dm6100	dm9817
dm4044	dm5246
dm13263	dm8140
dm3181	dm809
dm4738	dm9925
dm10451	dm3885
dm225	dm4093
dm1797	dm9886
dm1505	dm6608
dm11250	dm7024
dm243	dm5979
dm3033	dm4635
dm12724	dm2245
dm3802	dm4728
dm13242	dm7412
dm6301	dm6665
dm10709	dm9256
dm12388	dm13062
dm3481	dm3602
dm12532	dm4064
dm10141	dm2344
dm3662	dm834
dm1130	dm3112
dm12388	dm546
dm2614	dm3751
dm10407	dm11530
dm14038	dm3897
dm3750	dm4957
dm1380	dm3279
dm2981	dm92
dm7724	dm8371
dm1297	dm7145
dm7466	dm7730
dm13359	dm9887
dm132	dm3953
dm5416	dm9149
dm6733	dm7640
dm2999	dm3292
dm1000	dm7144
dm2641	dm9293
dm373	dm5516
dm13417	dm884
dm12585	dm1853
dm1277	dm8465
dm4441	dm6177
dm2738	dm2751
dm10852	dm6007
dm715	dm9687
dm12045	dm6146
dm7131	dm8402
dm4645	dm5784
dm8186	dm9867
dm1869	dm777
dm10481	dm764
dm2402	dm7610
dm1988	dm3449
dm6468	dm764
dm6259	dm7580
dm10831	dm7611
dm1498	dm8038
dm2978	dm3440
dm2751	dm7724
dm547	dm9758
dm10630	dm11887
dm2678	dm6191
dm12070	dm9185
dm7552	dm9168
dm13050	dm8188
dm12973	dm9663
dm1474	dm5894
dm4548	dm6487
dm2246	dm6342
dm11364	dm7104
dm3772	dm822
dm10453	dm12530
dm1102	dm8189
dm10183	dm6429
dm11032	dm1395
dm11032	dm8009
dm3467	dm7625
dm3374	dm6530
dm11314	dm13121
dm2464	dm5070
dm11816	dm8371
dm1649	dm2352
dm10213	dm5259
dm10831	dm9200
dm1982	dm43
dm1848	dm9251
dm10186	dm5197
dm6146	dm8741
dm503	dm6532
dm7952	dm8568
dm6930	dm7974
dm10232	dm10339
dm2870	dm3662
dm3896	dm7974
dm4402	dm5554
dm14038	dm3699
dm2987	dm4415
dm12905	dm9043
dm104	dm2344
dm127	dm7952
dm1155	dm3134
dm2187	dm5569
dm11383	dm7668
dm14032	dm9706
dm3930	dm6224
dm1718	dm5192
dm2999	dm7012
dm10144	dm12436
dm1327	dm7275
dm13699	dm5010
dm370	dm6988
dm3946	dm6753
dm9255	dm9682
dm12730	dm2531
dm2276	dm6784
dm1417	dm6972
dm3953	dm6937
dm8933	dm9332
dm11312	dm13193
dm4531	dm7104
dm244	dm9121
dm2978	dm5102
dm3182	dm8175
dm10436	dm3172
dm12215	dm2335
dm10801	dm9598
dm3919	dm4456
dm2228	dm9447
dm3456	dm7426
dm10256	dm3772
dm5786	dm6487
dm6066	dm7693
dm4637	dm8350
dm10299	dm12296
dm2696	dm7181
dm1099	dm2203
dm3714	dm8983
dm6045	dm6786
dm12055	dm425
dm2563	dm7054
dm1218	dm3107
dm11507	dm13219
dm9260	dm9790
dm1527	dm6342
dm13787	dm9421
dm10316	dm2614
dm12239	dm6282
dm11796	dm5569
dm2751	dm7609
dm1576	dm6857
dm8186	dm8788
dm1360	dm9477
dm3844	dm6687
dm7616	dm7616
dm3022	dm9755
dm6404	dm8935
dm2398	dm3232
dm1685	dm5976
dm13966	dm3832
dm10929	dm3350
dm12027	dm12881
dm11949	dm9045
dm11041	dm1311
dm5787	dm8157
dm6025	dm6025
dm11855	dm13684
dm6766	dm834
dm10898	dm6086
dm10163	dm2512
dm2624	dm6972
dm3369	dm4637
dm2495	dm8215
dm3341	dm5266
dm12658	dm9758
dm11310	dm2879
dm2093	dm2711
dm11992	dm6159
dm11529	dm8950
dm669	dm7640
dm1850	dm1868
dm10423	dm8245
dm5331	dm5848
dm4835	dm5407
dm11042	dm3957
dm1458	dm3492
dm2265	dm3967
dm10320	dm7693
dm11296	dm8865
dm3540	dm7693
dm3581	dm8157
dm2904	dm6973
dm1000	dm852
dm12494	dm13417
dm10316	dm819
dm10004	dm9188
dm2981	dm6453
dm1179	dm8951
dm11313	dm9060
dm1335	dm9572
dm10211	dm12032
dm11211	dm5415
dm13770	dm480
dm4771	dm6868
dm3424	dm3900
dm12719	dm8035
dm11663	dm12185
dm1277	dm498
dm2125	dm6447
dm11120	dm13421
dm3321	dm6628
dm2444	dm4668
dm4333	dm9056
dm11212	dm7528
dm2680	dm3614
dm14075	dm4766
dm2662	dm7143
dm1152	dm11974
dm10320	dm6868
dm3125	dm6375
dm104	dm12031
dm11416	dm4146
dm10882	dm5470
dm509	dm8280
dm12213	dm9551
dm11014	dm2361
dm4007	dm7022
dm4442	dm5652
dm1150	dm1638
dm4466	dm7685
dm5707	dm8808
dm4130	dm4452
dm863	dm8951
dm3616	dm4380
dm11460	dm6077
dm1942	dm878
dm7367	dm8371
dm7320	dm8667
dm12412	dm2236
dm3868	dm4380
dm1311	dm8157
dm2303	dm6165
dm3808	dm9250
dm12170	dm14010
dm5963	dm9167
dm10268	dm8272
dm2107	dm6280
dm12166	dm7748
dm12218	dm13417
dm10476	dm6802
dm2344	dm6148
dm1056	dm417
dm6024	dm9092
dm10597	dm4957
dm11872	dm3475
dm2807	dm6061
dm12193	dm6430
dm2288	dm2713
dm10141	dm6541
dm6910	dm7609
dm7251	dm8331
dm4493	dm7144
dm2660	dm4298
dm12245	dm3457
dm7037	dm9979
dm11634	dm5721
dm10898	dm745
dm11430	dm6973
dm10190	dm7587
dm10637	dm4787
dm2093	dm2696
dm1077	dm7443
dm13965	dm3958
dm12903	dm7650
dm3772	dm8820
dm1642	dm979
dm2055	dm8814
dm1982	dm2003
dm1951	dm260
dm2839	dm7023
dm1250	dm2071
dm1158	dm2542
dm11582	dm1326
dm11947	dm1576
dm1160	dm6909
dm7036	dm8283
dm11218	dm9278
dm5243	dm715
dm6398	dm9592
dm1756	dm3894
dm6244	dm6493
dm11088	dm1335
dm10727	dm3876
dm11454	dm5074
dm6074	dm9533
dm13406	dm5616
dm3908	dm4295
dm1354	dm2335
dm10595	dm12724
dm10118	dm13660
dm11726	dm13263
dm11075	dm5937
dm3162	dm7182
dm12218	dm5533
dm1825	dm5473
dm7274	dm8253
dm13963	dm4000
dm10614	dm6280
dm13612	dm5557
dm7274	dm7274
dm438	dm6330
dm2467	dm3857
dm12167	dm1936
dm11947	dm6446
dm2402	dm6733
dm1355	dm3895
dm14089	dm9057
dm10314	dm9019
dm3497	dm7317
dm11581	dm6447
dm4220	dm7952
dm2103	dm9659
dm5410	dm6913
dm10629	dm3616
dm3649	dm4008
dm1113	dm5531
dm12846	dm4593
dm3636	dm3636
dm2318	dm6643
dm6667	dm852
dm2193	dm6319
dm12490	dm4359
dm12090	dm9551
dm10320	dm8161
dm10268	dm2125
dm8280	dm87
dm6689	dm7590
dm11834	dm1639
dm11073	dm2036
dm2996	dm5221
dm7521	dm8186
dm3969	dm9640
dm3602	dm8402
dm1991	dm2246
dm11528	dm9592
dm2197	dm6416
dm4595	dm9146
dm11311	dm6446
dm5076	dm6260
dm3868	dm5838
dm1994	dm9251
dm11680	dm2882
dm3996	dm481
dm1724	dm9181
dm13176	dm3662
dm3857	dm8271
dm2000	dm4441
dm2787	dm9790
dm8186	dm949
dm3281	dm5331
dm3221	dm9019
dm4170	dm8312
dm11481	dm4380
dm6280	dm6355
dm2220	dm3332
dm2653	dm9146
dm10591	dm8161
dm2985	dm4378
dm4531	dm6007
dm3409	dm6827
dm6224	dm7325
dm2751	dm9884
dm8186	dm850
dm3108	dm9407
dm11538	dm9688
dm3669	dm8808
dm7618	dm9549
dm4633	dm6356
dm11075	dm2813
dm11310	dm11310
dm2382	dm9948
dm12463	dm4416
dm9183	dm940
dm13838	dm7002
dm2787	dm5411
dm12847	dm8733
dm12437	dm373
dm13600	dm9739
dm333	dm9421
dm11383	dm996
dm4824	dm9726
dm11799	dm5979
dm11935	dm715
dm11947	dm4469
dm5473	dm9278
dm10627	dm2879
dm3885	dm4867
dm6956	dm9789
dm11727	dm5784
dm2987	dm609
dm12094	dm2193
dm11100	dm6629
dm13743	dm2623
dm6584	dm7993
dm4107	dm5763
dm4506	dm6177
dm13365	dm2135
dm3182	dm9025
dm11835	dm13263
dm12828	dm4087
dm5099	dm6825
dm11383	dm4870
dm12721	dm3211
dm4153	dm6908
dm232	dm6733
dm12881	dm3380
dm13418	dm8747
dm10860	dm5039
dm5070	dm9477
dm4549	dm7955
dm2071	dm559
dm13433	dm748
dm9308	dm9372
dm11533	dm2135
dm10141	dm4339
dm6248	dm7688
dm4282	dm6886
dm8079	dm9631
dm3134	dm5703
dm4568	dm756
dm11150	dm3211
dm1235	dm3602
dm2833	dm8061
dm1538	dm5878
dm6191	dm9574
dm11484	dm9640
dm2880	dm417
dm6469	dm6870
dm12699	dm6259
dm2751	dm6532
dm2107	dm816
dm13937	dm2945
dm1576	dm4865
dm11819	dm4358
dm10897	dm2050
dm4415	dm5292
dm2763	dm7078
dm4766	dm9250
dm10	dm480
dm3374	dm3808
dm8237	dm9887
dm3245	dm5024
dm1191	dm4766
dm4487	dm8061
dm2895	dm6153
dm4766	dm6531
dm11079	dm2193
dm1042	dm3182
dm763	dm8750
dm200	dm4331
dm11839	dm11968
dm3469	dm7721
dm12212	dm6210
dm13660	dm7887
dm10575	dm1069
dm12698	dm7682
dm13239	dm2334
dm8309	dm990
dm6197	dm8226
dm1074	dm6626
dm6487	dm7043
dm10502	dm9308
dm4310	dm6298
dm6974	dm7419
dm8730	dm9864
dm10317	dm10852
dm13417	dm9445
dm4358	dm9061
dm11992	dm2171
dm5190	dm8935
dm10852	dm7380
dm6507	dm7405
dm10860	dm2996
dm2623	dm7712
dm5259	dm859
dm11314	dm1506
dm6389	dm7320
dm2614	dm5208
dm2416	dm5394
dm5911	dm6784
dm13701	dm8504
dm12927	dm5705
dm12116	dm6430
dm8350	dm9887
dm6295	dm9730
dm5654	dm7937
dm3604	dm3836
dm11383	dm11533
dm12442	dm6919
dm5400	dm8280
dm1345	dm391
dm4804	dm715
dm11185	dm5788
dm3772	dm9052
dm2239	dm8951
dm107	dm7760
dm196	dm4566
dm11380	dm8186
dm11837	dm2587
dm2193	dm6098
dm1668	dm1937
dm11640	dm282
dm3735	dm7103
dm11854	dm3772
dm5317	dm7609
dm4637	dm7727
dm14045	dm4640
dm5296	dm6375
dm12271	dm6493
dm417	dm6484
dm2978	dm4183
dm3469	dm4757
dm422	dm7685
dm2806	dm4380
dm519	dm9758
dm10268	dm10422
dm5629	dm9658
dm6446	dm7683
dm8402	dm8908
dm498	dm6671
dm12531	dm5136
dm11088	dm11748
dm13085	dm13248
dm544	dm9314
dm333	dm7581
dm4265	dm8168
dm11360	dm3984
dm11915	dm12825
dm2492	dm3816
dm12561	dm3581
dm12353	dm2512
dm12025	dm13973
dm2294	dm6359
dm11927	dm7320
dm3628	dm7058
dm6657	dm9121
dm3868	dm4818
dm13789	dm2189
dm1989	dm2953
dm13193	dm4531
dm3492	dm5713
dm2397	dm693
dm13998	dm5802
dm11831	dm2811
dm10705	dm373
dm6260	dm7096
dm3659	dm7587
dm11726	dm11947
dm2753	dm852
dm10314	dm12843
dm1680	dm493
dm12653	dm321
dm11162	dm2071
dm7144	dm8374
dm6012	dm6145
dm1436	dm715
dm5513	dm6564
dm2995	dm7789
dm12023	dm6909
dm6518	dm8432
dm6430	dm7551
dm2306	dm7707
dm11077	dm2344
dm3279	dm3886
dm3376	dm9843
dm11855	dm2381
dm5088	dm5979
dm2464	dm7952
dm5785	dm7276
dm11289	dm7981
dm5839	dm6389
dm5979	dm6293
dm11991	dm3601
dm354	dm7568
dm3613	dm7681
dm12632	dm6249
dm2228	dm6665
dm1718	dm7160
dm12536	dm7182
dm3469	dm5298
dm590	dm6666
dm11262	dm1435
dm11484	dm3288
dm6231	dm7702
dm5849	dm8277
dm1402	dm3424
dm3419	dm8299
dm13217	dm5978
dm1474	dm6539
dm282	dm5057
dm4484	dm6870
dm10268	dm5789
dm4973	dm6025
dm11810	dm3290
dm10163	dm2861
dm11074	dm7888
dm11120	dm8226
dm11679	dm1685
dm2713	dm5828
dm12787	dm9168
dm2402	dm8299
dm8309	dm9583
dm3692	dm6197
dm191	dm7254
dm11540	dm5318
dm2496	dm8312
dm10375	dm8874
dm10112	dm758
dm10142	dm13240
dm11262	dm2228
dm2003	dm6411
dm6983	dm791
dm3469	dm6912
dm10142	dm1982
dm12586	dm6993
dm13998	dm4339
dm3059	dm3816
dm2738	dm6913
dm13685	dm1825
dm13580	dm8379
dm12467	dm5190
dm11513	dm6357
dm10498	dm11724
dm1662	dm5763
dm11533	dm758
dm2715	dm4182
dm11120	dm613
dm12045	dm8731
dm223	dm2344
dm2255	dm8766
dm10779	dm776
dm13830	dm8164
dm2464	dm5062
dm13684	dm8495
dm3808	dm8766
dm13240	dm2512
dm11360	dm13770
dm7425	dm9056
dm8473	dm9088
dm10183	dm7629
dm12516	dm1823
dm6692	dm7546
dm2464	dm2578
dm11311	dm3386
dm12248	dm7908
dm3984	dm6886
dm10109	dm3666
dm14090	dm1420
dm4766	dm8432
dm10952	dm2276
dm10033	dm4635
dm3815	dm7325
dm2995	dm7818
dm7417	dm9630
dm1785	dm7609
dm12194	dm7847
dm1081	dm12719
dm5616	dm6563
dm72	dm8589
dm12437	dm7748
dm1435	dm2987
dm10778	dm23
dm1676	dm7039
dm2055	dm5410
dm5720	dm7600
dm10080	dm8666
dm7757	dm8038
dm11311	dm4248
dm10533	dm10533
dm10668	dm8712
dm3616	dm8195
dm1520	dm8612
dm2880	dm5134
dm6943	dm9795
dm3291	dm4788
dm1102	dm3452
dm7079	dm7721
dm3016	dm9592
dm7629	dm8021
dm11041	dm4766
dm4182	dm8447
dm104	dm8886
dm3772	dm6951
dm7640	dm9186
dm10639	dm2262
